ID2,Year,Season,TopDepth,BottomDepth,GravimetricWaterContent,Nitrate,Ammonia
25,2002,Spring,1,2,0.27073439955711365,2.494723420964976,2.616982266957277
26,2002,Spring,1,2,,,
27,2002,Spring,1,2,,,
28,2002,Spring,1,2,,,
29,2002,Spring,1,2,,,
30,2002,Spring,1,2,,,
31,2002,Spring,1,2,,,
32,2002,Spring,1,2,,,
33,2002,Spring,1,2,,,
34,2002,Spring,1,2,,,
35,2002,Spring,1,2,,,
36,2002,Spring,1,2,,,
37,2002,Spring,1,2,,,
38,2002,Spring,1,2,,,
39,2002,Spring,1,2,,,
40,2002,Spring,1,2,,,
41,2002,Spring,1,2,,,
42,2002,Spring,1,2,0.3433552086353302,9.742636771007506,0.5053216371434406
43,2002,Spring,1,2,0.24139203131198883,5.5819215332227285,0.06480928701787884
44,2002,Spring,1,2,0.21406197547912598,1.5751471733994615,1.1328981696882394
45,2002,Spring,1,2,0.20759916305541992,2.737420151629337,0.8504423094546424
46,2002,Spring,1,2,0.20601585507392883,2.848841963816251,0.27315140049259445
47,2002,Spring,1,2,0.2283545434474945,2.796699913324977,0.4415191827146365
48,2002,Spring,1,2,0.27560752630233765,4.07434031683764,0.9628254473136935
49,2002,Spring,1,2,0.2868513762950897,4.76389791694317,1.6774191842913047
50,2002,Spring,1,2,,,
51,2002,Spring,1,2,,,
52,2002,Spring,1,2,,,
53,2002,Spring,1,2,,,
54,2002,Spring,1,2,,,
55,2002,Spring,1,2,,,
56,2002,Spring,1,2,,,
57,2002,Spring,1,2,,,
58,2002,Spring,1,2,,,
59,2002,Spring,1,2,,,
60,2002,Spring,1,2,,,
61,2002,Spring,1,2,,,
62,2002,Spring,1,2,,,
63,2002,Spring,1,2,,,
64,2002,Spring,1,2,,,
65,2002,Spring,1,2,,,
66,2002,Spring,1,2,,,
67,2002,Spring,1,2,,,
68,2002,Spring,1,2,0.30183136463165283,4.633480220349397,1.2713780696265196
69,2002,Spring,1,2,0.2822316586971283,4.433241992472484,1.9287376004109913
70,2002,Spring,1,2,0.259765088558197,3.2843163283851156,3.3189003698410957
71,2002,Spring,1,2,0.2261987030506134,2.49034856906169,0.3469957911491999
72,2002,Spring,1,2,0.2367769330739975,4.778355499531838,0.39416633581050275
73,2002,Spring,1,2,0.23346474766731262,5.397970996386644,1.0274384340022162
74,2002,Spring,1,2,0.3061879873275757,3.235701374373802,2.6417520882859558
75,2002,Spring,1,2,0.28488922119140625,4.343792508259411,1.0946315916619747
76,2002,Spring,1,2,,,
77,2002,Spring,1,2,,,
78,2002,Spring,1,2,,,
79,2002,Spring,1,2,,,
80,2002,Spring,1,2,,,
81,2002,Spring,1,2,,,
82,2002,Spring,1,2,,,
83,2002,Spring,1,2,,,
84,2002,Spring,1,2,,,
85,2002,Spring,1,2,,,
86,2002,Spring,1,2,,,
87,2002,Spring,1,2,,,
88,2002,Spring,1,2,,,
89,2002,Spring,1,2,,,
90,2002,Spring,1,2,,,
91,2002,Spring,1,2,,,
92,2002,Spring,1,2,,,
93,2002,Spring,1,2,,,
94,2002,Spring,1,2,,,
95,2002,Spring,1,2,0.28002893924713135,7.3596687693534,0.5745960781233673
96,2002,Spring,1,2,0.2664571702480316,4.617520824484075,1.2134087184875992
97,2002,Spring,1,2,0.2689635753631592,6.329244870996977,1.8003450474182614
98,2002,Spring,1,2,0.2729930281639099,5.94969958420461,1.1879790206915397
99,2002,Spring,1,2,0.21426384150981903,4.538379737046219,0.3284126131728248
100,2002,Spring,1,2,0.24212387204170227,2.910226258011311,0.9933768727352957
101,2002,Spring,1,2,0.2797664999961853,6.121231294410417,2.675405688666178
102,2002,Spring,1,2,0.31346285343170166,4.243831326500495,1.8340232607180313
103,2002,Spring,1,2,,,
104,2002,Spring,1,2,,,
105,2002,Spring,1,2,,,
106,2002,Spring,1,2,,,
107,2002,Spring,1,2,,,
108,2002,Spring,1,2,,,
109,2002,Spring,1,2,,,
110,2002,Spring,1,2,,,
111,2002,Spring,1,2,,,
112,2002,Spring,1,2,,,
113,2002,Spring,1,2,,,
114,2002,Spring,1,2,,,
115,2002,Spring,1,2,,,
116,2002,Spring,1,2,,,
117,2002,Spring,1,2,,,
118,2002,Spring,1,2,,,
119,2002,Spring,1,2,,,
120,2002,Spring,1,2,,,
121,2002,Spring,1,2,,,
122,2002,Spring,1,2,0.26445272564888,5.912431754574787,0.6355747455460319
123,2002,Spring,1,2,0.2854459881782532,8.772972570481382,0.6369203670685882
124,2002,Spring,1,2,0.24733205139636993,4.509327855750153,1.342520673801426
125,2002,Spring,1,2,0.2724173069000244,7.9780107646885075,0.9673596663848583
126,2002,Spring,1,2,0.22252583503723145,3.246295267286144,1.165046697533886
127,2002,Spring,1,2,0.26517218351364136,8.570830501576577,0.4753702803210839
128,2002,Spring,1,2,0.3785304129123688,11.182766745714567,1.13216596111113
129,2002,Spring,1,2,0.2892720103263855,7.329933908812493,1.529353683511654
130,2002,Spring,1,2,,,
131,2002,Spring,1,2,,,
132,2002,Spring,1,2,,,
133,2002,Spring,1,2,,,
134,2002,Spring,1,2,,,
135,2002,Spring,1,2,,,
136,2002,Spring,1,2,,,
137,2002,Spring,1,2,,,
138,2002,Spring,1,2,,,
139,2002,Spring,1,2,,,
140,2002,Spring,1,2,,,
141,2002,Spring,1,2,,,
142,2002,Spring,1,2,,,
143,2002,Spring,1,2,,,
144,2002,Spring,1,2,,,
145,2002,Spring,1,2,,,
146,2002,Spring,1,2,,,
147,2002,Spring,1,2,,,
148,2002,Spring,1,2,,,
149,2002,Spring,1,2,0.3179125487804413,10.76106541939065,0.1462917240039746
150,2002,Spring,1,2,0.30829107761383057,5.494376515163814,7.342501593965178
151,2002,Spring,1,2,0.25204646587371826,4.227738411432117,1.3885865460515852
152,2002,Spring,1,2,0.2312510758638382,4.192975731447877,0.3187159823365365
153,2002,Spring,1,2,0.2770361602306366,4.859618876237422,0.7400173642189724
154,2002,Spring,1,2,0.3788855969905853,11.791156932905938,1.4606360145630413
155,2002,Spring,1,2,0.2519994378089905,3.363884418764062,1.5388365254086418
156,2002,Spring,1,2,,,
157,2002,Spring,1,2,,,
158,2002,Spring,1,2,,,
159,2002,Spring,1,2,,,
160,2002,Spring,1,2,,,
161,2002,Spring,1,2,,,
162,2002,Spring,1,2,,,
163,2002,Spring,1,2,,,
164,2002,Spring,1,2,,,
165,2002,Spring,1,2,,,
166,2002,Spring,1,2,,,
167,2002,Spring,1,2,,,
168,2002,Spring,1,2,,,
169,2002,Spring,1,2,,,
170,2002,Spring,1,2,,,
171,2002,Spring,1,2,,,
172,2002,Spring,1,2,,,
173,2002,Spring,1,2,,,
174,2002,Spring,1,2,,,
175,2002,Spring,1,2,0.3668590486049652,6.107668026900694,1.2850128331395048
176,2002,Spring,1,2,0.27606937289237976,8.907507702551989,0.0
177,2002,Spring,1,2,0.2749446928501129,6.897969089283448,0.8187391418903007
178,2002,Spring,1,2,0.2507660388946533,5.353629893499945,1.34076848310488
179,2002,Spring,1,2,0.30707451701164246,7.272171875183531,14.199057533994367
180,2002,Spring,1,2,0.2525060772895813,5.432916721520032,0.005471292487198169
181,2002,Spring,1,2,0.3006470501422882,9.473291576160662,2.9766072620532267
182,2002,Spring,1,2,,,
183,2002,Spring,1,2,,,
184,2002,Spring,1,2,,,
185,2002,Spring,1,2,,,
186,2002,Spring,1,2,,,
187,2002,Spring,1,2,,,
188,2002,Spring,1,2,,,
189,2002,Spring,1,2,,,
190,2002,Spring,1,2,,,
191,2002,Spring,1,2,,,
192,2002,Spring,1,2,,,
193,2002,Spring,1,2,,,
194,2002,Spring,1,2,,,
195,2002,Spring,1,2,,,
196,2002,Spring,1,2,,,
197,2002,Spring,1,2,,,
198,2002,Spring,1,2,,,
199,2002,Spring,1,2,,,
200,2002,Spring,1,2,0.26825380325317383,7.6789521864631824,0.0
201,2002,Spring,1,2,0.2961064279079437,5.238837631282282,0.0
202,2002,Spring,1,2,0.3105098009109497,8.587620580219841,0.0
203,2002,Spring,1,2,0.23609928786754608,4.321049906624726,0.1957728416472371
204,2002,Spring,1,2,0.30156707763671875,9.174270675088184,0.0
205,2002,Spring,1,2,0.32291311025619507,9.764380284019182,0.0
206,2002,Spring,1,2,0.3306097686290741,6.078109036164765,0.35534421147292705
207,2002,Spring,1,2,0.3212208151817322,11.992050001579562,0.1263318700738128
208,2002,Spring,1,2,,,
209,2002,Spring,1,2,,,
210,2002,Spring,1,2,,,
211,2002,Spring,1,2,,,
212,2002,Spring,1,2,,,
213,2002,Spring,1,2,,,
214,2002,Spring,1,2,,,
215,2002,Spring,1,2,,,
216,2002,Spring,1,2,,,
217,2002,Spring,1,2,,,
218,2002,Spring,1,2,,,
219,2002,Spring,1,2,,,
220,2002,Spring,1,2,,,
221,2002,Spring,1,2,,,
222,2002,Spring,1,2,,,
223,2002,Spring,1,2,,,
224,2002,Spring,1,2,,,
225,2002,Spring,1,2,0.25682681798934937,5.296939507261243,0.0
226,2002,Spring,1,2,0.29448920488357544,8.523434861925157,2.3786491602185644
227,2002,Spring,1,2,0.20852069556713104,4.4617776924936035,2.119571445634224
228,2002,Spring,1,2,0.21681073307991028,2.1174543033134445,0.035041313355234305
229,2002,Spring,1,2,0.23857326805591583,4.118150388545046,1.6523571248918698
230,2002,Spring,1,2,0.2219775915145874,3.0278207054875534,1.1889304228980397
231,2002,Spring,1,2,0.2565789818763733,4.117447613565804,0.5933051035749658
232,2002,Spring,1,2,,,
233,2002,Spring,1,2,,,
234,2002,Spring,1,2,,,
235,2002,Spring,1,2,,,
236,2002,Spring,1,2,,,
237,2002,Spring,1,2,,,
238,2002,Spring,1,2,,,
239,2002,Spring,1,2,,,
240,2002,Spring,1,2,,,
241,2002,Spring,1,2,,,
242,2002,Spring,1,2,,,
243,2002,Spring,1,2,,,
244,2002,Spring,1,2,,,
245,2002,Spring,1,2,,,
246,2002,Spring,1,2,,,
247,2002,Spring,1,2,,,
248,2002,Spring,1,2,,,
249,2002,Spring,1,2,0.2645556330680847,7.900795635915267,0.1344948587214325
250,2002,Spring,1,2,0.2488303780555725,7.655489625103684,1.2096908993576214
251,2002,Spring,1,2,0.22141359746456146,2.6390892081635817,0.7672829849285391
252,2002,Spring,1,2,0.23863887786865234,4.069903937932773,0.3318582769969929
253,2002,Spring,1,2,0.21617543697357178,6.477480845090298,2.2249834372374035
254,2002,Spring,1,2,0.3058216869831085,5.996200314536349,0.722391224494574
255,2002,Spring,1,2,0.283201664686203,3.7668930906025677,0.9245404112025749
256,2002,Spring,1,2,,,
257,2002,Spring,1,2,,,
258,2002,Spring,1,2,,,
259,2002,Spring,1,2,,,
260,2002,Spring,1,2,,,
261,2002,Spring,1,2,,,
262,2002,Spring,1,2,,,
263,2002,Spring,1,2,,,
264,2002,Spring,1,2,,,
265,2002,Spring,1,2,,,
266,2002,Spring,1,2,,,
267,2002,Spring,1,2,,,
268,2002,Spring,1,2,,,
269,2002,Spring,1,2,,,
270,2002,Spring,1,2,,,
271,2002,Spring,1,2,,,
272,2002,Spring,1,2,0.3226073980331421,8.054612794195286,0.7937628108615896
273,2002,Spring,1,2,0.2636403441429138,6.494260358447646,7.482387278967412
274,2002,Spring,1,2,0.25697600841522217,3.635941765317862,0.5608626449503833
275,2002,Spring,1,2,0.30339622497558594,7.373556503442841,1.489796870480319
276,2002,Spring,1,2,0.2422036975622177,4.72919583874385,0.6846544084507997
277,2002,Spring,1,2,0.23607254028320312,2.202747221088543,0.7789904518117413
278,2002,Spring,1,2,0.2509472668170929,2.9513885406924723,0.578585291510096
279,2002,Spring,1,2,,,
280,2002,Spring,1,2,,,
281,2002,Spring,1,2,,,
282,2002,Spring,1,2,,,
283,2002,Spring,1,2,,,
284,2002,Spring,1,2,,,
285,2002,Spring,1,2,,,
286,2002,Spring,1,2,,,
287,2002,Spring,1,2,,,
288,2002,Spring,1,2,,,
289,2002,Spring,1,2,,,
290,2002,Spring,1,2,,,
291,2002,Spring,1,2,,,
292,2002,Spring,1,2,,,
293,2002,Spring,1,2,,,
297,2002,Spring,1,2,0.23591779172420502,4.637777360349449,0.3083101825099188
298,2002,Spring,1,2,0.29899975657463074,5.4303731814282425,0.815495824454256
299,2002,Spring,1,2,0.26504287123680115,8.908824028501453,2.6108003036507292
300,2002,Spring,1,2,0.28208187222480774,4.919582368823211,1.3082723084666155
301,2002,Spring,1,2,0.27031010389328003,4.579371494577442,1.7062123179777324
302,2002,Spring,1,2,0.25524887442588806,5.46758096905788,1.2374490410763892
303,2002,Spring,1,2,0.22353315353393555,5.499754981215754,1.8019876675749928
304,2002,Spring,1,2,0.23400868475437164,6.068941581421808,1.6495715368083768
305,2002,Spring,1,2,,,
306,2002,Spring,1,2,,,
307,2002,Spring,1,2,,,
308,2002,Spring,1,2,,,
309,2002,Spring,1,2,,,
310,2002,Spring,1,2,,,
311,2002,Spring,1,2,,,
312,2002,Spring,1,2,,,
313,2002,Spring,1,2,,,
314,2002,Spring,1,2,,,
315,2002,Spring,1,2,,,
316,2002,Spring,1,2,,,
323,2002,Spring,1,2,0.28579026460647583,6.4711542613157516,0.2611944260224231
324,2002,Spring,1,2,0.22535565495491028,4.358325339581938,1.1042823978349512
325,2002,Spring,1,2,0.23822976648807526,8.95969525741928,1.8063418037100822
326,2002,Spring,1,2,0.2842731773853302,5.539423561363721,1.1742359820724337
327,2002,Spring,1,2,0.2771613895893097,9.93721430734622,0.25179111653453967
328,2002,Spring,1,2,0.26028066873550415,6.340642488140121,1.1890370200958131
329,2002,Spring,1,2,0.24526594579219818,3.866331854605067,0.9652049176376666
330,2002,Spring,1,2,0.24159108102321625,3.543458920310489,1.70146262492872
331,2002,Spring,1,2,,,
332,2002,Spring,1,2,,,
333,2002,Spring,1,2,,,
334,2002,Spring,1,2,,,
335,2002,Spring,1,2,,,
336,2002,Spring,1,2,,,
337,2002,Spring,1,2,,,
338,2002,Spring,1,2,,,
348,2002,Spring,1,2,0.31024429202079773,8.663953535565373,0.0
349,2002,Spring,1,2,0.3088216781616211,9.10753996552906,1.505694355478641
350,2002,Spring,1,2,0.29442912340164185,4.1750146766339595,1.1031900522285092
351,2002,Spring,1,2,0.2381434440612793,7.8253966454246875,0.28281969214094
352,2002,Spring,1,2,0.2523689270019531,6.3917131735729535,1.142044483165203
353,2002,Spring,1,2,0.2592439651489258,10.064990883216808,1.6126325452196801
354,2002,Spring,1,2,0.25924986600875854,4.618856470685831,1.0617065677864677
355,2002,Spring,1,2,,,
356,2002,Spring,1,2,,,
357,2002,Spring,1,2,,,
358,2002,Spring,1,2,,,
359,2002,Spring,1,2,,,
360,2002,Spring,1,2,,,
371,2002,Spring,1,2,0.3051530718803406,6.665904763521173,1.4358735747724818
372,2002,Spring,1,2,0.27973291277885437,3.4941424374339967,3.540456951721573
373,2002,Spring,1,2,0.2957424223423004,5.140919715063496,2.073183206707814
374,2002,Spring,1,2,0.29197925329208374,6.401235076118184,1.493832100601402
375,2002,Spring,1,2,0.252860426902771,5.072266785102681,3.6030199908965375
376,2002,Spring,1,2,0.24138474464416504,3.0061758149650784,2.1719050184798085
377,2002,Spring,1,2,,,
378,2002,Spring,1,2,,,
379,2002,Spring,1,2,,,
380,2002,Spring,1,2,,,
381,2002,Spring,1,2,,,
394,2002,Spring,1,2,,,
395,2002,Spring,1,2,0.3334958553314209,9.129491868160214,3.1140516728911156
396,2002,Spring,1,2,0.3052613437175751,7.678746624180157,3.3879113844691413
397,2002,Spring,1,2,0.2465752363204956,4.564195438906577,1.615411777388382
398,2002,Spring,1,2,0.22839833796024323,4.553960391758929,2.1758915467241917
399,2002,Spring,1,2,0.31194591522216797,3.927696987909399,3.0521200494185883
400,2002,Spring,1,2,0.2343483716249466,3.5007093960679088,2.681736478710373
401,2002,Spring,1,2,,,
402,2002,Spring,1,2,,,
419,2002,Spring,1,2,0.26480764150619507,7.898658921589873,0.4265470765081297
420,2002,Spring,1,2,0.25642237067222595,6.491273431779692,1.7928580870828184
421,2002,Spring,1,2,0.4031641483306885,9.498134391785555,3.1715060040111833
422,2002,Spring,1,2,0.35790878534317017,8.18222795643299,8.72877457827284
423,2002,Spring,1,2,,,
424,2002,Spring,1,2,,,
425,2002,Spring,1,2,,,
1,2003,Spring,1,2,,,
2,2003,Spring,1,2,,,
3,2003,Spring,1,2,,,
4,2003,Spring,1,2,,,
5,2003,Spring,1,2,,,
6,2003,Spring,1,2,,,
7,2003,Spring,1,2,,,
8,2003,Spring,1,2,,,
9,2003,Spring,1,2,,,
10,2003,Spring,1,2,,,
11,2003,Spring,1,2,,,
12,2003,Spring,1,2,,,
13,2003,Spring,1,2,0.23574358224868774,3.2361896787251614,1.3307071686035925
14,2003,Spring,1,2,0.29495546221733093,10.220323916222855,1.548575848981125
15,2003,Spring,1,2,0.3369879424571991,13.0325425547576,3.858534081340359
16,2003,Spring,1,2,0.30717933177948,,
17,2003,Spring,1,2,0.33039575815200806,,
18,2003,Spring,1,2,,,
19,2003,Spring,1,2,,,
20,2003,Spring,1,2,,,
21,2003,Spring,1,2,,,
22,2003,Spring,1,2,,,
23,2003,Spring,1,2,,,
24,2003,Spring,1,2,,,
25,2003,Spring,1,2,,,
26,2003,Spring,1,2,,,
27,2003,Spring,1,2,,,
28,2003,Spring,1,2,,,
29,2003,Spring,1,2,,,
30,2003,Spring,1,2,,,
31,2003,Spring,1,2,,,
32,2003,Spring,1,2,,,
33,2003,Spring,1,2,,,
34,2003,Spring,1,2,0.2384629100561142,6.510862072057716,1.7930709637897138
35,2003,Spring,1,2,0.2973257601261139,8.588491808884223,2.1164906481984476
36,2003,Spring,1,2,0.363516628742218,27.11713482484216,3.706261864593741
37,2003,Spring,1,2,0.30440667271614075,,
38,2003,Spring,1,2,0.31315572063128155,,
39,2003,Spring,1,2,0.2635083645582199,,
40,2003,Spring,1,2,0.2652096748352051,,
41,2003,Spring,1,2,0.29157665371894836,,
42,2003,Spring,1,2,,,
43,2003,Spring,1,2,,,
44,2003,Spring,1,2,,,
45,2003,Spring,1,2,,,
46,2003,Spring,1,2,,,
47,2003,Spring,1,2,,,
48,2003,Spring,1,2,,,
49,2003,Spring,1,2,,,
50,2003,Spring,1,2,,,
51,2003,Spring,1,2,,,
52,2003,Spring,1,2,,,
53,2003,Spring,1,2,,,
54,2003,Spring,1,2,,,
55,2003,Spring,1,2,,,
56,2003,Spring,1,2,,,
57,2003,Spring,1,2,,,
58,2003,Spring,1,2,0.06825944036245346,3.100267361028047,1.2931125162541892
59,2003,Spring,1,2,0.2843022048473358,16.6587191393364,2.04643359548402
60,2003,Spring,1,2,0.2967138886451721,8.69772449663298,1.5852463924020181
61,2003,Spring,1,2,0.450636754433314,,
62,2003,Spring,1,2,0.3039073646068573,4.688922972693577,1.5761056015858563
63,2003,Spring,1,2,0.2913798987865448,5.43011891779235,1.5186185140345334
64,2003,Spring,1,2,0.34891074895858765,7.027941180548441,2.609610803464248
65,2003,Spring,1,2,0.3491630256175995,13.776339899355177,3.6192246219131032
66,2003,Spring,1,2,0.333229660987854,6.847173433852587,2.381697535588002
67,2003,Spring,1,2,0.2906976342201233,8.008793309414765,2.4685412596407708
68,2003,Spring,1,2,,,
69,2003,Spring,1,2,,,
70,2003,Spring,1,2,,,
71,2003,Spring,1,2,,,
72,2003,Spring,1,2,,,
73,2003,Spring,1,2,,,
74,2003,Spring,1,2,,,
75,2003,Spring,1,2,,,
76,2003,Spring,1,2,,,
77,2003,Spring,1,2,,,
78,2003,Spring,1,2,,,
79,2003,Spring,1,2,,,
80,2003,Spring,1,2,,,
81,2003,Spring,1,2,,,
82,2003,Spring,1,2,,,
83,2003,Spring,1,2,0.22194339334964752,3.076443799287447,1.610635742232943
84,2003,Spring,1,2,0.29836198687553406,14.304757607672594,2.5922583637610606
85,2003,Spring,1,2,0.2894677519798279,3.9409257539724685,1.3709926325297457
86,2003,Spring,1,2,0.31326615810394287,6.8689712874961995,1.6414568918928878
87,2003,Spring,1,2,0.2737311124801636,5.11958654362134,1.6560525947515412
88,2003,Spring,1,2,0.27129116654396057,5.3307555784972145,1.958570305427339
89,2003,Spring,1,2,0.25793755054473877,5.81463999100115,2.1401615696999183
90,2003,Spring,1,2,0.3069184422492981,9.476140415331693,2.612553948511506
91,2003,Spring,1,2,0.2869899570941925,3.2870373915207907,0.8218591472261731
92,2003,Spring,1,2,0.31675881147384644,14.814739808908204,4.552513487341078
93,2003,Spring,1,2,0.2479415237903595,10.825120471327866,2.313691915453013
94,2003,Spring,1,2,0.22357989847660065,5.519269122644067,0.9084894563514317
95,2003,Spring,1,2,,,
96,2003,Spring,1,2,,,
97,2003,Spring,1,2,,,
98,2003,Spring,1,2,,,
99,2003,Spring,1,2,,,
100,2003,Spring,1,2,,,
101,2003,Spring,1,2,,,
102,2003,Spring,1,2,,,
103,2003,Spring,1,2,,,
104,2003,Spring,1,2,,,
105,2003,Spring,1,2,,,
106,2003,Spring,1,2,,,
107,2003,Spring,1,2,,,
108,2003,Spring,1,2,,,
109,2003,Spring,1,2,,,
110,2003,Spring,1,2,0.2178434282541275,4.37134951503692,1.381942521263612
111,2003,Spring,1,2,0.21974186599254608,2.2745577941445743,1.114101849459425
112,2003,Spring,1,2,0.2814547121524811,11.001876082526493,1.111429696164517
113,2003,Spring,1,2,0.2575758099555969,9.276073241297865,2.1865294079314572
114,2003,Spring,1,2,0.2387804388999939,3.8738624903889356,0.9058217193978181
115,2003,Spring,1,2,0.24167558550834656,7.133786991916975,1.6718913971269502
116,2003,Spring,1,2,0.2632948160171509,8.77322828471403,1.8911633535073702
117,2003,Spring,1,2,0.276980459690094,8.773512750272568,2.7830061986551264
118,2003,Spring,1,2,0.2514539062976837,5.098723126700147,0.8607394386316226
119,2003,Spring,1,2,0.24728061258792877,5.786366141384109,3.143942877404154
120,2003,Spring,1,2,0.22630828619003296,5.907403888401277,1.3857934134342724
121,2003,Spring,1,2,0.2394203245639801,10.629562686552237,0.01572470114781684
122,2003,Spring,1,2,,,
123,2003,Spring,1,2,,,
124,2003,Spring,1,2,,,
125,2003,Spring,1,2,,,
126,2003,Spring,1,2,,,
127,2003,Spring,1,2,,,
128,2003,Spring,1,2,,,
129,2003,Spring,1,2,,,
130,2003,Spring,1,2,,,
131,2003,Spring,1,2,,,
132,2003,Spring,1,2,,,
133,2003,Spring,1,2,,,
134,2003,Spring,1,2,,,
135,2003,Spring,1,2,,,
136,2003,Spring,1,2,,,
137,2003,Spring,1,2,,,
138,2003,Spring,1,2,0.2151544839143753,3.290139513696069,0.980356256424428
139,2003,Spring,1,2,0.2263733297586441,5.4287573906876085,1.4126868872338754
140,2003,Spring,1,2,0.21729303896427155,5.962857650788986,1.558947390148536
141,2003,Spring,1,2,0.2369512915611267,4.190538498027295,0.9365820142308801
142,2003,Spring,1,2,0.2787233889102936,6.713133892571305,2.9388652205633807
143,2003,Spring,1,2,0.24739205837249756,7.66273190514961,2.5599913829997765
144,2003,Spring,1,2,0.26450231671333313,4.71895056467031,1.8341436021107853
145,2003,Spring,1,2,0.2418382465839386,9.006178491922876,1.9253164083015877
146,2003,Spring,1,2,0.24159693717956543,7.186137234505176,0.7348584201403184
147,2003,Spring,1,2,0.23693938553333282,8.804180404743922,1.7758549590055865
148,2003,Spring,1,2,0.262687623500824,16.58916912185425,1.22309879535125
149,2003,Spring,1,2,,,
150,2003,Spring,1,2,,,
151,2003,Spring,1,2,,,
152,2003,Spring,1,2,,,
153,2003,Spring,1,2,,,
154,2003,Spring,1,2,,,
155,2003,Spring,1,2,,,
156,2003,Spring,1,2,,,
157,2003,Spring,1,2,,,
158,2003,Spring,1,2,,,
159,2003,Spring,1,2,,,
160,2003,Spring,1,2,,,
161,2003,Spring,1,2,,,
162,2003,Spring,1,2,,,
163,2003,Spring,1,2,,,
164,2003,Spring,1,2,0.23436014354228973,5.739614613637572,1.23539772546915
165,2003,Spring,1,2,0.20839211344718933,9.319197104488378,1.7708575139749192
166,2003,Spring,1,2,0.22474581003189087,2.8415219358403423,0.8030854610726749
167,2003,Spring,1,2,0.2052808701992035,8.611080411460703,2.6615590742303077
168,2003,Spring,1,2,0.21640747785568237,4.425115823982284,1.6444450143187717
169,2003,Spring,1,2,0.2231130450963974,6.291984745209889,1.2845116722048435
170,2003,Spring,1,2,0.21908515691757202,3.688360066748674,1.0740805274408443
171,2003,Spring,1,2,0.21660186350345612,6.486176168939636,1.3357685651441829
172,2003,Spring,1,2,0.20702989399433136,3.2526456635282748,1.2903342293128461
173,2003,Spring,1,2,0.28660333156585693,8.376129578795261,3.3343676268297715
174,2003,Spring,1,2,0.3169460892677307,11.859011192417285,3.078675005366414
175,2003,Spring,1,2,,,
176,2003,Spring,1,2,,,
177,2003,Spring,1,2,,,
178,2003,Spring,1,2,,,
179,2003,Spring,1,2,,,
180,2003,Spring,1,2,,,
181,2003,Spring,1,2,,,
182,2003,Spring,1,2,,,
183,2003,Spring,1,2,,,
184,2003,Spring,1,2,,,
185,2003,Spring,1,2,,,
186,2003,Spring,1,2,,,
187,2003,Spring,1,2,,,
188,2003,Spring,1,2,,,
189,2003,Spring,1,2,,,
190,2003,Spring,1,2,0.26617223024368286,7.577610836708864,2.226362276688971
191,2003,Spring,1,2,0.23778566718101501,8.779831076894274,2.1296759074448572
192,2003,Spring,1,2,0.24924035370349884,4.785334438405131,1.629413934470885
193,2003,Spring,1,2,0.23765285313129425,5.811717629928479,2.250422334962965
194,2003,Spring,1,2,0.23689964413642883,5.2145537263112525,0.6747296574757988
195,2003,Spring,1,2,0.27190977334976196,5.030166509954963,2.1755502202172154
196,2003,Spring,1,2,0.2696129083633423,4.820786991803757,1.70520535677452
197,2003,Spring,1,2,0.2118600755929947,4.614666058728418,1.2453969159374683
198,2003,Spring,1,2,0.2114679515361786,1.4997807295268186,1.6325767554219142
199,2003,Spring,1,2,0.2260347306728363,7.271848086613773,2.2053942273919613
200,2003,Spring,1,2,,,
201,2003,Spring,1,2,,,
202,2003,Spring,1,2,,,
203,2003,Spring,1,2,,,
204,2003,Spring,1,2,,,
205,2003,Spring,1,2,,,
206,2003,Spring,1,2,,,
207,2003,Spring,1,2,,,
208,2003,Spring,1,2,,,
209,2003,Spring,1,2,,,
210,2003,Spring,1,2,,,
211,2003,Spring,1,2,,,
212,2003,Spring,1,2,,,
213,2003,Spring,1,2,,,
214,2003,Spring,1,2,,,
215,2003,Spring,1,2,,,
216,2003,Spring,1,2,0.22790409624576569,5.810895541997566,2.400423747152796
217,2003,Spring,1,2,0.2457585334777832,9.607964484005283,2.8550263219181917
218,2003,Spring,1,2,0.2545455992221832,5.35756438739264,1.6180503480109025
219,2003,Spring,1,2,0.2749440670013428,4.820832166888536,0.6116654716080355
220,2003,Spring,1,2,0.24984581768512726,3.105884271820739,1.9030975934211278
221,2003,Spring,1,2,0.2407165914773941,5.015953489232918,1.123787704901415
222,2003,Spring,1,2,0.21506090462207794,4.344538580926492,2.7044579453337922
223,2003,Spring,1,2,0.21370582282543182,8.502718384661547,2.5427457956573374
224,2003,Spring,1,2,0.24849958717823029,8.247656138688969,0.7980741101776267
225,2003,Spring,1,2,,,
226,2003,Spring,1,2,,,
227,2003,Spring,1,2,,,
228,2003,Spring,1,2,,,
229,2003,Spring,1,2,,,
230,2003,Spring,1,2,,,
231,2003,Spring,1,2,,,
232,2003,Spring,1,2,,,
233,2003,Spring,1,2,,,
234,2003,Spring,1,2,,,
235,2003,Spring,1,2,,,
236,2003,Spring,1,2,,,
237,2003,Spring,1,2,,,
238,2003,Spring,1,2,,,
239,2003,Spring,1,2,,,
240,2003,Spring,1,2,,,
241,2003,Spring,1,2,0.2630014717578888,,
242,2003,Spring,1,2,0.2750001549720764,6.019601016695984,1.576606708334875
243,2003,Spring,1,2,0.2789669930934906,7.555840168165942,3.1414125494560126
